sample_id	tissue	color
356372606.CEL	brain_caudate_nucleus_like	"#000035"
356361000.CEL	brain_caudate_nucleus_like	"#000035"
356370017.CEL	brain_caudate_nucleus_like	"#000035"
356369321.CEL	brain_caudate_nucleus_like	"#000035"
356361232.CEL	brain_caudate_nucleus_like	"#000035"
356372954.CEL	brain_caudate_nucleus_like	"#000035"
356370713.CEL	brain_caudate_nucleus_like	"#000035"
356360304.CEL	brain_caudate_nucleus_like	"#000035"
356361464.CEL	brain_caudate_nucleus_like	"#000035"
356371989.CEL	brain_caudate_nucleus_like	"#000035"
356371061.CEL	brain_caudate_nucleus_like	"#000035"
356370365.CEL	brain_caudate_nucleus_like	"#000035"
356358564.CEL	brain_caudate_nucleus_like	"#000035"
356371409.CEL	brain_caudate_nucleus_like	"#000035"
356368646.CEL	brain_caudate_nucleus_like	"#000035"
356357752.CEL	brain_caudate_nucleus_like	"#000035"
356367950.CEL	brain_caudate_nucleus_like	"#000035"
356369669.CEL	brain_caudate_nucleus_like	"#000035"
356364322.CEL	brain_caudate_nucleus_like	"#000035"
356361116.CEL	brain_caudate_nucleus_like	"#000035"
356378202.CEL	brain_caudate_nucleus_like	"#000035"
356377652.CEL	brain_caudate_nucleus_like	"#000035"
356364206.CEL	brain_caudate_nucleus_like	"#000035"
356364881.CEL	brain_caudate_nucleus_like	"#000035"
356357520.CEL	brain_caudate_nucleus_like	"#000035"
356364090.CEL	brain_caudate_nucleus_like	"#000035"
356363626.CEL	brain_caudate_nucleus_like	"#000035"
356375216.CEL	brain_caudate_nucleus_like	"#000035"
356357868.CEL	brain_caudate_nucleus_like	"#000035"
356376260.CEL	brain_caudate_nucleus_like	"#000035"
356374520.CEL	brain_caudate_nucleus_like	"#000035"
356380153.CEL	brain_caudate_nucleus_like	"#000035"
356378550.CEL	brain_caudate_nucleus_like	"#000035"
356379689.CEL	brain_caudate_nucleus_like	"#000035"
356362392.CEL	brain_caudate_nucleus_like	"#000035"
356377304.CEL	brain_caudate_nucleus_like	"#000035"
356376608.CEL	brain_caudate_nucleus_like	"#000035"
356379341.CEL	brain_caudate_nucleus_like	"#000035"
356375564.CEL	brain_caudate_nucleus_like	"#000035"
356361580.CEL	brain_caudate_nucleus_like	"#000035"
356360768.CEL	brain_caudate_nucleus_like	"#000035"
356374868.CEL	brain_caudate_nucleus_like	"#000035"
356360420.CEL	brain_caudate_nucleus_like	"#000035"
356359724.CEL	brain_caudate_nucleus_like	"#000035"
356375912.CEL	brain_caudate_nucleus_like	"#000035"
356380037.CEL	brain_caudate_nucleus_like	"#000035"
356363742.CEL	brain_caudate_nucleus_like	"#000035"
356373824.CEL	brain_caudate_nucleus_like	"#000035"
356380385.CEL	brain_caudate_nucleus_like	"#000035"
356374172.CEL	brain_caudate_nucleus_like	"#000035"
356379130.CEL	brain_caudate_nucleus_like	"#000035"
356378898.CEL	brain_caudate_nucleus_like	"#000035"
356366674.CEL	brain_caudate_nucleus_like	"#000035"
356378000.CEL	brain_caudate_nucleus_like	"#000035"
356373476.CEL	brain_caudate_nucleus_like	"#000035"
356376956.CEL	brain_caudate_nucleus_like	"#000035"
356363974.CEL	brain_caudate_nucleus_like	"#000035"
363894241.CEL	lung_like	"#008941"
363894111.CEL	lung_like	"#008941"
363894314.CEL	lung_like	"#008941"
GSM133565.CEL	blood_like	"#A1C299"
GSM149067.CEL	bone_like	"#000000"
GSM149072.CEL	bone_like	"#000000"
GSM149064.CEL	bone_like	"#000000"
GSM149066.CEL	bone_like	"#000000"
GSM149071.CEL	bone_like	"#000000"
GSM149069.CEL	bone_like	"#000000"
GSM149062.CEL	bone_like	"#000000"
GSM149068.CEL	bone_like	"#000000"
GSM148937.CEL	bone_like	"#000000"
GSM149003.CEL	bone_like	"#000000"
GSM38159.CEL	bone_like	"#000000"
GSM148963.CEL	bone_like	"#000000"
GSM38156.CEL	bone_like	"#000000"
GSM149053.CEL	bone_like	"#000000"
GSM149015.CEL	bone_like	"#000000"
GSM148948.CEL	bone_like	"#000000"
GSM147065.CEL	bone_like	"#000000"
GSM148918.CEL	bone_like	"#000000"
GSM147651.CEL	bone_like	"#000000"
GSM148990.CEL	bone_like	"#000000"
GSM147621.CEL	bone_like	"#000000"
GSM147086.CEL	bone_like	"#000000"
GSM147015.CEL	bone_like	"#000000"
GSM147012.CEL	bone_like	"#000000"
GSM148993.CEL	bone_like	"#000000"
GSM147032.CEL	bone_like	"#000000"
GSM147008.CEL	bone_like	"#000000"
GSM149019.CEL	bone_like	"#000000"
GSM147045.CEL	bone_like	"#000000"
GSM147647.CEL	bone_like	"#000000"
GSM147080.CEL	bone_like	"#000000"
GSM147056.CEL	bone_like	"#000000"
GSM147034.CEL	bone_like	"#000000"
GSM147564.CEL	bone_like	"#000000"
GSM147069.CEL	bone_like	"#000000"
GSM147061.CEL	bone_like	"#000000"
GSM147645.CEL	bone_like	"#000000"
GSM147038.CEL	bone_like	"#000000"
GSM148926.CEL	bone_like	"#000000"
GSM147005.CEL	bone_like	"#000000"
GSM149021.CEL	bone_like	"#000000"
GSM147009.CEL	bone_like	"#000000"
GSM147036.CEL	bone_like	"#000000"
GSM147588.CEL	bone_like	"#000000"
GSM147026.CEL	bone_like	"#000000"
GSM147590.CEL	bone_like	"#000000"
GSM147570.CEL	bone_like	"#000000"
GSM147614.CEL	bone_like	"#000000"
GSM147618.CEL	bone_like	"#000000"
GSM147558.CEL	bone_like	"#000000"
GSM149052.CEL	bone_like	"#000000"
GSM147603.CEL	bone_like	"#000000"
GSM149059.CEL	bone_like	"#000000"
GSM147014.CEL	bone_like	"#000000"
GSM147079.CEL	bone_like	"#000000"
GSM147049.CEL	bone_like	"#000000"
GSM147035.CEL	bone_like	"#000000"
GSM148995.CEL	bone_like	"#000000"
GSM147093.CEL	bone_like	"#000000"
GSM147040.CEL	bone_like	"#000000"
GSM147029.CEL	bone_like	"#000000"
GSM148979.CEL	bone_like	"#000000"
GSM147023.CEL	bone_like	"#000000"
GSM147085.CEL	bone_like	"#000000"
GSM147016.CEL	bone_like	"#000000"
GSM147657.CEL	bone_like	"#000000"
GSM147051.CEL	bone_like	"#000000"
GSM149031.CEL	bone_like	"#000000"
GSM148911.CEL	bone_like	"#000000"
GSM147650.CEL	bone_like	"#000000"
GSM148915.CEL	bone_like	"#000000"
GSM147653.CEL	bone_like	"#000000"
GSM149054.CEL	bone_like	"#000000"
GSM149025.CEL	bone_like	"#000000"
GSM149012.CEL	bone_like	"#000000"
GSM149051.CEL	bone_like	"#000000"
GSM147091.CEL	bone_like	"#000000"
GSM147652.CEL	bone_like	"#000000"
GSM147633.CEL	bone_like	"#000000"
GSM149034.CEL	bone_like	"#000000"
GSM147635.CEL	bone_like	"#000000"
GSM148946.CEL	bone_like	"#000000"
GSM147031.CEL	bone_like	"#000000"
GSM147010.CEL	bone_like	"#000000"
GSM147595.CEL	bone_like	"#000000"
GSM148949.CEL	bone_like	"#000000"
GSM147571.CEL	bone_like	"#000000"
GSM147592.CEL	bone_like	"#000000"
GSM149058.CEL	bone_like	"#000000"
GSM148994.CEL	bone_like	"#000000"
GSM147598.CEL	bone_like	"#000000"
GSM148933.CEL	bone_like	"#000000"
GSM147073.CEL	bone_like	"#000000"
GSM147622.CEL	bone_like	"#000000"
GSM148960.CEL	bone_like	"#000000"
GSM149061.CEL	bone_like	"#000000"
GSM147568.CEL	bone_like	"#000000"
GSM148986.CEL	bone_like	"#000000"
GSM149007.CEL	bone_like	"#000000"
GSM149027.CEL	bone_like	"#000000"
GSM147626.CEL	bone_like	"#000000"
GSM147584.CEL	bone_like	"#000000"
GSM147046.CEL	bone_like	"#000000"
GSM147006.CEL	bone_like	"#000000"
GSM147573.CEL	bone_like	"#000000"
GSM147569.CEL	bone_like	"#000000"
GSM147649.CEL	bone_like	"#000000"
GSM147575.CEL	bone_like	"#000000"
GSM148943.CEL	bone_like	"#000000"
GSM147634.CEL	bone_like	"#000000"
GSM147627.CEL	bone_like	"#000000"
GSM148916.CEL	bone_like	"#000000"
GSM147055.CEL	bone_like	"#000000"
GSM148964.CEL	bone_like	"#000000"
GSM147654.CEL	bone_like	"#000000"
GSM147048.CEL	bone_like	"#000000"
GSM147572.CEL	bone_like	"#000000"
GSM148958.CEL	bone_like	"#000000"
GSM147593.CEL	bone_like	"#000000"
GSM147072.CEL	bone_like	"#000000"
GSM147646.CEL	bone_like	"#000000"
GSM147025.CEL	bone_like	"#000000"
GSM147619.CEL	bone_like	"#000000"
GSM147579.CEL	bone_like	"#000000"
GSM149060.CEL	bone_like	"#000000"
GSM147064.CEL	bone_like	"#000000"
GSM148923.CEL	bone_like	"#000000"
GSM149056.CEL	bone_like	"#000000"
GSM149001.CEL	bone_like	"#000000"
GSM148962.CEL	bone_like	"#000000"
GSM147074.CEL	bone_like	"#000000"
GSM148989.CEL	bone_like	"#000000"
GSM147030.CEL	bone_like	"#000000"
GSM147011.CEL	bone_like	"#000000"
GSM148959.CEL	bone_like	"#000000"
GSM148955.CEL	bone_like	"#000000"
305933701.CEL	blood_like	"#A1C299"
447781803.CEL	blood_like	"#A1C299"
901547354.CEL	blood_like	"#A1C299"
901547345.CEL	blood_like	"#A1C299"
901547336.CEL	blood_like	"#A1C299"
901547291.CEL	blood_like	"#A1C299"
901547327.CEL	blood_like	"#A1C299"
901547318.CEL	blood_like	"#A1C299"
901547300.CEL	blood_like	"#A1C299"
480978432.CEL	thymus_like	"#00C2A0"
356369901.CEL	brain_cerebellum_like	"#63FFAC"
356370597.CEL	brain_cerebellum_like	"#63FFAC"
356368878.CEL	brain_cerebellum_like	"#63FFAC"
356366020.CEL	brain_cerebellum_like	"#63FFAC"
356366115.CEL	brain_cerebellum_like	"#63FFAC"
356361696.CEL	brain_cerebellum_like	"#63FFAC"
356368298.CEL	brain_cerebellum_like	"#63FFAC"
356362624.CEL	brain_cerebellum_like	"#63FFAC"
356369553.CEL	brain_cerebellum_like	"#63FFAC"
356365904.CEL	brain_cerebellum_like	"#63FFAC"
356364533.CEL	brain_cerebellum_like	"#63FFAC"
356372490.CEL	brain_cerebellum_like	"#63FFAC"
356370249.CEL	brain_cerebellum_like	"#63FFAC"
356371873.CEL	brain_cerebellum_like	"#63FFAC"
356369205.CEL	brain_cerebellum_like	"#63FFAC"
356370945.CEL	brain_cerebellum_like	"#63FFAC"
356372221.CEL	brain_cerebellum_like	"#63FFAC"
356363278.CEL	brain_cerebellum_like	"#63FFAC"
356362508.CEL	brain_cerebellum_like	"#63FFAC"
356363394.CEL	brain_cerebellum_like	"#63FFAC"
356363510.CEL	brain_cerebellum_like	"#63FFAC"
356368182.CEL	brain_cerebellum_like	"#63FFAC"
356372838.CEL	brain_cerebellum_like	"#63FFAC"
356362740.CEL	brain_cerebellum_like	"#63FFAC"
356364438.CEL	brain_cerebellum_like	"#63FFAC"
356371293.CEL	brain_cerebellum_like	"#63FFAC"
356374056.CEL	brain_cerebellum_like	"#63FFAC"
356361928.CEL	brain_cerebellum_like	"#63FFAC"
356375796.CEL	brain_cerebellum_like	"#63FFAC"
356373360.CEL	brain_cerebellum_like	"#63FFAC"
356377884.CEL	brain_cerebellum_like	"#63FFAC"
356374752.CEL	brain_cerebellum_like	"#63FFAC"
356377188.CEL	brain_cerebellum_like	"#63FFAC"
356378782.CEL	brain_cerebellum_like	"#63FFAC"
356365556.CEL	brain_cerebellum_like	"#63FFAC"
356365113.CEL	brain_cerebellum_like	"#63FFAC"
356363067.CEL	brain_cerebellum_like	"#63FFAC"
356373708.CEL	brain_cerebellum_like	"#63FFAC"
356378086.CEL	brain_cerebellum_like	"#63FFAC"
356362160.CEL	brain_cerebellum_like	"#63FFAC"
356376144.CEL	brain_cerebellum_like	"#63FFAC"
356364765.CEL	brain_cerebellum_like	"#63FFAC"
356362276.CEL	brain_cerebellum_like	"#63FFAC"
356364649.CEL	brain_cerebellum_like	"#63FFAC"
356363183.CEL	brain_cerebellum_like	"#63FFAC"
356379921.CEL	brain_cerebellum_like	"#63FFAC"
356365229.CEL	brain_cerebellum_like	"#63FFAC"
356362835.CEL	brain_cerebellum_like	"#63FFAC"
356365345.CEL	brain_cerebellum_like	"#63FFAC"
356365672.CEL	brain_cerebellum_like	"#63FFAC"
356374404.CEL	brain_cerebellum_like	"#63FFAC"
356380269.CEL	brain_cerebellum_like	"#63FFAC"
356375100.CEL	brain_cerebellum_like	"#63FFAC"
356375448.CEL	brain_cerebellum_like	"#63FFAC"
356362951.CEL	brain_cerebellum_like	"#63FFAC"
356377536.CEL	brain_cerebellum_like	"#63FFAC"
356361812.CEL	brain_cerebellum_like	"#63FFAC"
356379573.CEL	brain_cerebellum_like	"#63FFAC"
356379225.CEL	brain_cerebellum_like	"#63FFAC"
356362044.CEL	brain_cerebellum_like	"#63FFAC"
356376840.CEL	brain_cerebellum_like	"#63FFAC"
356376492.CEL	brain_cerebellum_like	"#63FFAC"
356365461.CEL	brain_cerebellum_like	"#63FFAC"
356378434.CEL	brain_cerebellum_like	"#63FFAC"
356364997.CEL	brain_cerebellum_like	"#63FFAC"
882907060.CEL	blood_like	"#A1C299"
882906158.CEL	blood_like	"#A1C299"
882906350.CEL	blood_like	"#A1C299"
882906397.CEL	blood_like	"#A1C299"
882906513.CEL	bone_like	"#000000"
882906483.CEL	blood_like	"#A1C299"
882906303.CEL	bone_like	"#000000"
882906022.CEL	bone_like	"#000000"
882906743.CEL	blood_like	"#A1C299"
882906235.CEL	bone_like	"#000000"
882906862.CEL	bone_like	"#000000"
882906046.CEL	bone_like	"#000000"
882907095.CEL	blood_like	"#A1C299"
882907008.CEL	bone_like	"#000000"
882906771.CEL	blood_like	"#A1C299"
882906459.CEL	blood_like	"#A1C299"
882906529.CEL	blood_like	"#A1C299"
882906319.CEL	blood_like	"#A1C299"
882906373.CEL	bone_like	"#000000"
882906276.CEL	blood_like	"#A1C299"
882907112.CEL	bone_like	"#000000"
882906922.CEL	blood_like	"#A1C299"
882906953.CEL	bone_like	"#000000"
882907078.CEL	blood_like	"#A1C299"
882906597.CEL	bone_like	"#000000"
882906557.CEL	blood_like	"#A1C299"
882906069.CEL	bone_like	"#000000"
882906895.CEL	blood_like	"#A1C299"
882906131.CEL	bone_like	"#000000"
882905997.CEL	blood_like	"#A1C299"
882906105.CEL	bone_like	"#000000"
882905965.CEL	blood_like	"#A1C299"
882906502.CEL	blood_like	"#A1C299"
882906679.CEL	blood_like	"#A1C299"
882906803.CEL	blood_like	"#A1C299"
882907129.CEL	blood_like	"#A1C299"
882907146.CEL	bone_like	"#000000"
882906637.CEL	bone_like	"#000000"
882906718.CEL	bone_like	"#000000"
882906833.CEL	bone_like	"#000000"
882905983.CEL	blood_like	"#A1C299"
882907029.CEL	blood_like	"#A1C299"
882906436.CEL	bone_like	"#000000"
882906194.CEL	blood_like	"#A1C299"
557765696.CEL	liver_like	"#7A4900"
557765368.CEL	liver_like	"#7A4900"
557765568.CEL	liver_like	"#7A4900"
557765752.CEL	liver_like	"#7A4900"
557765520.CEL	liver_like	"#7A4900"
305933497.CEL	bone_like	"#000000"
GSM133600.CEL	colon_like	"#0000A6"
GSM46542.CEL	colon_like	"#0000A6"
GSM46539.CEL	colon_like	"#0000A6"
GSM46546.CEL	colon_like	"#0000A6"
GSM46543.CEL	colon_like	"#0000A6"
GSM46544.CEL	colon_like	"#0000A6"
GSM46540.CEL	colon_like	"#0000A6"
GSM46545.CEL	colon_like	"#0000A6"
GSM46541.CEL	colon_like	"#0000A6"
GSM92261.CEL	colon_like	"#0000A6"
GSM92270.CEL	colon_like	"#0000A6"
GSM92269.CEL	colon_like	"#0000A6"
GSM92253.CEL	colon_like	"#0000A6"
GSM92275.CEL	colon_like	"#0000A6"
GSM92272.CEL	colon_like	"#0000A6"
GSM92255.CEL	colon_like	"#0000A6"
GSM92274.CEL	colon_like	"#0000A6"
GSM92247.CEL	colon_like	"#0000A6"
GSM92268.CEL	colon_like	"#0000A6"
GSM92248.CEL	colon_like	"#0000A6"
GSM92264.CEL	colon_like	"#0000A6"
GSM92244.CEL	colon_like	"#0000A6"
GSM92263.CEL	colon_like	"#0000A6"
GSM92245.CEL	colon_like	"#0000A6"
GSM92266.CEL	colon_like	"#0000A6"
GSM92256.CEL	colon_like	"#0000A6"
GSM92273.CEL	colon_like	"#0000A6"
GSM92249.CEL	colon_like	"#0000A6"
GSM92260.CEL	colon_like	"#0000A6"
GSM92259.CEL	colon_like	"#0000A6"
GSM92254.CEL	colon_like	"#0000A6"
GSM92271.CEL	colon_like	"#0000A6"
GSM92252.CEL	colon_like	"#0000A6"
GSM92257.CEL	colon_like	"#0000A6"
GSM92243.CEL	colon_like	"#0000A6"
GSM92265.CEL	colon_like	"#0000A6"
GSM92241.CEL	colon_like	"#0000A6"
GSM92258.CEL	colon_like	"#0000A6"
GSM92240.CEL	colon_like	"#0000A6"
GSM92250.CEL	colon_like	"#0000A6"
GSM92267.CEL	colon_like	"#0000A6"
GSM92242.CEL	colon_like	"#0000A6"
GSM92276.CEL	colon_like	"#0000A6"
GSM48026.CEL	eye_like	"#004D43"
GSM48028.CEL	eye_like	"#004D43"
GSM48037.CEL	eye_like	"#004D43"
GSM48027.CEL	eye_like	"#004D43"
GSM75876.CEL	blood_vessel_like	"#4A3B53"
GSM75879.CEL	blood_vessel_like	"#4A3B53"
GSM75881.CEL	blood_vessel_like	"#4A3B53"
GSM75877.CEL	blood_vessel_like	"#4A3B53"
GSM75884.CEL	blood_vessel_like	"#4A3B53"
GSM75880.CEL	blood_vessel_like	"#4A3B53"
GSM75883.CEL	blood_vessel_like	"#4A3B53"
GSM75882.CEL	blood_vessel_like	"#4A3B53"
GSM75878.CEL	blood_vessel_like	"#4A3B53"
GSM133598.CEL	prostate_like	"#BA0900"
GSM94324.CEL	lung_like	"#008941"
GSM133581.CEL	lung_like	"#008941"
GSM139672.CEL	lung_like	"#008941"
GSM139650.CEL	lung_like	"#008941"
GSM139681.CEL	lung_like	"#008941"
GSM139671.CEL	lung_like	"#008941"
GSM139674.CEL	lung_like	"#008941"
GSM139682.CEL	lung_like	"#008941"
GSM139679.CEL	lung_like	"#008941"
GSM139763.CEL	lung_like	"#008941"
GSM139677.CEL	lung_like	"#008941"
GSM139678.CEL	lung_like	"#008941"
GSM139762.CEL	lung_like	"#008941"
GSM139675.CEL	lung_like	"#008941"
GSM139673.CEL	lung_like	"#008941"
GSM139764.CEL	lung_like	"#008941"
GSM139680.CEL	lung_like	"#008941"
325609769.CEL	skin_like	"#FFDBE5"
325610059.CEL	skin_like	"#FFDBE5"
325609827.CEL	skin_like	"#FFDBE5"
325609885.CEL	skin_like	"#FFDBE5"
325609943.CEL	skin_like	"#FFDBE5"
325609653.CEL	skin_like	"#FFDBE5"
325609711.CEL	skin_like	"#FFDBE5"
325609595.CEL	skin_like	"#FFDBE5"
GSM132626.CEL	skin_like	"#FFDBE5"
GSM132625.CEL	skin_like	"#FFDBE5"
GSM132623.CEL	skin_like	"#FFDBE5"
GSM132624.CEL	skin_like	"#FFDBE5"
GSM132636.CEL	skin_like	"#FFDBE5"
GSM132639.CEL	skin_like	"#FFDBE5"
GSM132637.CEL	skin_like	"#FFDBE5"
GSM132631.CEL	skin_like	"#FFDBE5"
GSM132628.CEL	skin_like	"#FFDBE5"
GSM132630.CEL	skin_like	"#FFDBE5"
GSM132638.CEL	skin_like	"#FFDBE5"
GSM132632.CEL	skin_like	"#FFDBE5"
GSM132633.CEL	skin_like	"#FFDBE5"
GSM132634.CEL	skin_like	"#FFDBE5"
901547507.CEL	blood_like	"#A1C299"
901547552.CEL	blood_like	"#A1C299"
901547543.CEL	blood_like	"#A1C299"
901547534.CEL	blood_like	"#A1C299"
901547516.CEL	blood_like	"#A1C299"
901547570.CEL	blood_like	"#A1C299"
GSM23422.CEL	esophagus_like	"#4FC601"
GSM23427.CEL	esophagus_like	"#4FC601"
GSM23413.CEL	esophagus_like	"#4FC601"
GSM23424.CEL	esophagus_like	"#4FC601"
GSM23419.CEL	esophagus_like	"#4FC601"
GSM23425.CEL	esophagus_like	"#4FC601"
GSM23401.CEL	esophagus_like	"#4FC601"
GSM23395.CEL	esophagus_like	"#4FC601"
GSM23399.CEL	esophagus_like	"#4FC601"
GSM23397.CEL	esophagus_like	"#4FC601"
GSM23402.CEL	esophagus_like	"#4FC601"
GSM23398.CEL	esophagus_like	"#4FC601"
GSM23396.CEL	esophagus_like	"#4FC601"
GSM23391.CEL	esophagus_like	"#4FC601"
GSM23386.CEL	esophagus_like	"#4FC601"
GSM23389.CEL	esophagus_like	"#4FC601"
GSM23392.CEL	esophagus_like	"#4FC601"
GSM23390.CEL	esophagus_like	"#4FC601"
GSM23387.CEL	esophagus_like	"#4FC601"
GSM23385.CEL	esophagus_like	"#4FC601"
GSM161542.CEL	bone_like	"#000000"
GSM161539.CEL	bone_like	"#000000"
GSM161541.CEL	bone_like	"#000000"
GSM161540.CEL	bone_like	"#000000"
GSM161614.CEL	bone_like	"#000000"
GSM161629.CEL	bone_like	"#000000"
GSM161603.CEL	bone_like	"#000000"
GSM161625.CEL	bone_like	"#000000"
GSM161630.CEL	bone_like	"#000000"
GSM161602.CEL	bone_like	"#000000"
GSM161624.CEL	bone_like	"#000000"
GSM161600.CEL	bone_like	"#000000"
GSM161628.CEL	bone_like	"#000000"
GSM161619.CEL	bone_like	"#000000"
GSM161611.CEL	bone_like	"#000000"
GSM161598.CEL	bone_like	"#000000"
GSM161616.CEL	bone_like	"#000000"
GSM161620.CEL	bone_like	"#000000"
GSM161634.CEL	bone_like	"#000000"
GSM161633.CEL	bone_like	"#000000"
GSM161608.CEL	bone_like	"#000000"
GSM161631.CEL	bone_like	"#000000"
GSM161605.CEL	bone_like	"#000000"
GSM161607.CEL	bone_like	"#000000"
GSM161612.CEL	bone_like	"#000000"
GSM161636.CEL	bone_like	"#000000"
GSM161617.CEL	bone_like	"#000000"
GSM161626.CEL	bone_like	"#000000"
GSM161613.CEL	bone_like	"#000000"
GSM161610.CEL	bone_like	"#000000"
GSM161606.CEL	bone_like	"#000000"
GSM34740.CEL	lung_like	"#008941"
GSM42172.CEL	lung_like	"#008941"
GSM34737.CEL	lung_like	"#008941"
GSM34743.CEL	lung_like	"#008941"
GSM42177.CEL	lung_like	"#008941"
GSM34741.CEL	lung_like	"#008941"
GSM42170.CEL	lung_like	"#008941"
GSM42103.CEL	lung_like	"#008941"
GSM42080.CEL	lung_like	"#008941"
GSM34747.CEL	lung_like	"#008941"
GSM34738.CEL	lung_like	"#008941"
GSM34746.CEL	lung_like	"#008941"
GSM42178.CEL	lung_like	"#008941"
GSM34736.CEL	lung_like	"#008941"
GSM34745.CEL	lung_like	"#008941"
GSM34742.CEL	lung_like	"#008941"
GSM42176.CEL	lung_like	"#008941"
GSM42179.CEL	lung_like	"#008941"
GSM42175.CEL	lung_like	"#008941"
GSM34744.CEL	lung_like	"#008941"
GSM76884.CEL	skin_like	"#FFDBE5"
GSM76874.CEL	skin_like	"#FFDBE5"
GSM76880.CEL	skin_like	"#FFDBE5"
GSM76882.CEL	skin_like	"#FFDBE5"
GSM76876.CEL	skin_like	"#FFDBE5"
GSM76886.CEL	skin_like	"#FFDBE5"
GSM76878.CEL	skin_like	"#FFDBE5"
GSM76888.CEL	skin_like	"#FFDBE5"
GSM86704.CEL	muscle_like	"#FFFF00"
GSM86716.CEL	muscle_like	"#FFFF00"
GSM86698.CEL	muscle_like	"#FFFF00"
GSM86692.CEL	muscle_like	"#FFFF00"
GSM86684.CEL	muscle_like	"#FFFF00"
GSM86678.CEL	muscle_like	"#FFFF00"
GSM86724.CEL	muscle_like	"#FFFF00"
GSM86720.CEL	muscle_like	"#FFFF00"
GSM86696.CEL	muscle_like	"#FFFF00"
GSM86722.CEL	muscle_like	"#FFFF00"
GSM86718.CEL	muscle_like	"#FFFF00"
GSM86686.CEL	muscle_like	"#FFFF00"
GSM86694.CEL	muscle_like	"#FFFF00"
GSM86708.CEL	muscle_like	"#FFFF00"
GSM86714.CEL	muscle_like	"#FFFF00"
GSM86726.CEL	muscle_like	"#FFFF00"
GSM86682.CEL	muscle_like	"#FFFF00"
GSM86690.CEL	muscle_like	"#FFFF00"
GSM86734.CEL	muscle_like	"#FFFF00"
GSM86710.CEL	muscle_like	"#FFFF00"
GSM86680.CEL	muscle_like	"#FFFF00"
GSM86712.CEL	muscle_like	"#FFFF00"
GSM86706.CEL	muscle_like	"#FFFF00"
GSM86700.CEL	muscle_like	"#FFFF00"
GSM86702.CEL	muscle_like	"#FFFF00"
GSM86688.CEL	muscle_like	"#FFFF00"
GSM86736.CEL	muscle_like	"#FFFF00"
GSM86730.CEL	muscle_like	"#FFFF00"
GSM86732.CEL	muscle_like	"#FFFF00"
GSM86728.CEL	muscle_like	"#FFFF00"
GSM143352.CEL	bone_like	"#000000"
356359956.CEL	brain_cortex_like	"#D16100"
356369437.CEL	brain_cortex_like	"#D16100"
356359260.CEL	brain_cortex_like	"#D16100"
356368762.CEL	brain_cortex_like	"#D16100"
356368530.CEL	brain_cortex_like	"#D16100"
356367834.CEL	brain_cortex_like	"#D16100"
356371757.CEL	brain_cortex_like	"#D16100"
356358332.CEL	brain_cortex_like	"#D16100"
356371177.CEL	brain_cortex_like	"#D16100"
356359492.CEL	brain_cortex_like	"#D16100"
356372722.CEL	brain_cortex_like	"#D16100"
356366906.CEL	brain_cortex_like	"#D16100"
356359840.CEL	brain_cortex_like	"#D16100"
356358100.CEL	brain_cortex_like	"#D16100"
356366442.CEL	brain_cortex_like	"#D16100"
356368066.CEL	brain_cortex_like	"#D16100"
356373070.CEL	brain_cortex_like	"#D16100"
356372105.CEL	brain_cortex_like	"#D16100"
356366326.CEL	brain_cortex_like	"#D16100"
356358680.CEL	brain_cortex_like	"#D16100"
356370133.CEL	brain_cortex_like	"#D16100"
356359376.CEL	brain_cortex_like	"#D16100"
356369089.CEL	brain_cortex_like	"#D16100"
356359144.CEL	brain_cortex_like	"#D16100"
356370481.CEL	brain_cortex_like	"#D16100"
356370829.CEL	brain_cortex_like	"#D16100"
356371525.CEL	brain_cortex_like	"#D16100"
356377768.CEL	brain_cortex_like	"#D16100"
356357636.CEL	brain_cortex_like	"#D16100"
356358216.CEL	brain_cortex_like	"#D16100"
356376376.CEL	brain_cortex_like	"#D16100"
356357984.CEL	brain_cortex_like	"#D16100"
356379805.CEL	brain_cortex_like	"#D16100"
356367370.CEL	brain_cortex_like	"#D16100"
356359608.CEL	brain_cortex_like	"#D16100"
356376028.CEL	brain_cortex_like	"#D16100"
356375680.CEL	brain_cortex_like	"#D16100"
356374288.CEL	brain_cortex_like	"#D16100"
356366558.CEL	brain_cortex_like	"#D16100"
356360188.CEL	brain_cortex_like	"#D16100"
356358448.CEL	brain_cortex_like	"#D16100"
356367022.CEL	brain_cortex_like	"#D16100"
356367486.CEL	brain_cortex_like	"#D16100"
356374984.CEL	brain_cortex_like	"#D16100"
356367138.CEL	brain_cortex_like	"#D16100"
356358912.CEL	brain_cortex_like	"#D16100"
356366790.CEL	brain_cortex_like	"#D16100"
356367254.CEL	brain_cortex_like	"#D16100"
356373940.CEL	brain_cortex_like	"#D16100"
356380501.CEL	brain_cortex_like	"#D16100"
356374636.CEL	brain_cortex_like	"#D16100"
356366210.CEL	brain_cortex_like	"#D16100"
356359028.CEL	brain_cortex_like	"#D16100"
356378666.CEL	brain_cortex_like	"#D16100"
356377420.CEL	brain_cortex_like	"#D16100"
356358796.CEL	brain_cortex_like	"#D16100"
356377072.CEL	brain_cortex_like	"#D16100"
356379014.CEL	brain_cortex_like	"#D16100"
356373592.CEL	brain_cortex_like	"#D16100"
356379457.CEL	brain_cortex_like	"#D16100"
356376724.CEL	brain_cortex_like	"#D16100"
356360072.CEL	brain_cortex_like	"#D16100"
